route,route_name,stop_seq,stop,lat,lon,date,hour,is_peak,passengers,traffic,speed,delay,buses,wait_time,new_wait,load,new_load,overcrowded,new_overcrowded,seg_dist,cum_dist,travel_time,cum_travel_time,efficiency,total_buses_on_route,action,growth,rank,alert,alt_route
R5,Pardi to Hingna MIDC,1,Pardi Bus Stop,21.3298354,79.090662,2025-04-03,20,0,42,High,14.2,13,2,5,2.5,0.7,0.35,0,0,0.0,0.0,0.0,0.0,1.09,4,Normal,-0.494,56.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,2,Kalamna Market,21.235477449999998,79.14442975,2025-04-03,20,0,41,Moderate,27.4,7,1,5,5.0,0.68,0.68,0,0,11.879,11.879,26.01,26.01,3.91,4,Normal,-0.024,57.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,3,Bhandara Road,21.1411195,79.1981975,2025-04-03,20,0,35,Low,30.4,0,1,5,5.0,0.58,0.58,0,0,11.881,23.76,23.45,49.46,30.4,4,Normal,-0.146,63.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,4,Telephone Exchange Square,21.14931145,79.15851180000001,2025-04-03,20,0,45,Low,32.1,3,3,5,1.7,0.75,0.25,0,0,4.215,27.975,7.88,57.34,10.7,4,Normal,0.286,53.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,5,Itwari Railway Station,21.1575034,79.1188261,2025-04-03,20,0,52,Moderate,23.0,5,1,5,5.0,0.87,0.87,0,0,4.215,32.19,11.0,68.34,4.6,4,Normal,0.156,46.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,6,Gandhibagh,21.1543273,79.1058527,2025-04-03,20,0,39,Low,30.6,1,2,5,2.5,0.65,0.32,0,0,1.391,33.581,2.73,71.07,30.6,4,Normal,-0.25,59.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,7,Nagpur Railway Station,21.1513767,79.0904355,2025-04-03,20,0,52,Moderate,25.7,5,3,5,1.7,0.87,0.29,0,0,1.632,35.213,3.81,74.88,5.14,4,Normal,0.333,46.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,8,Ajni Square,21.1182122,79.0721071,2025-04-03,20,0,57,Low,37.7,2,1,5,5.0,0.95,0.95,0,0,4.149,39.362,6.6,81.48,18.85,4,Normal,0.096,41.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,9,Rahate Colony,21.1276692,79.0756888,2025-04-03,20,0,41,Low,33.7,1,1,5,5.0,0.68,0.68,0,0,1.115,40.477,1.99,83.47,33.7,4,Normal,-0.281,57.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,10,Wadi T-Point,21.1491394,78.9777061,2025-04-03,20,0,35,Moderate,22.8,3,2,5,2.5,0.58,0.29,0,0,10.439,50.916,27.47,110.94,7.6,4,Normal,-0.146,63.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,11,Hingna T-Point,21.1230151,79.0378219,2025-04-03,20,0,37,Low,37.8,3,3,5,1.7,0.62,0.21,0,0,6.878,57.794,10.92,121.86,12.6,4,Normal,0.057,61.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,12,Hingna Village,21.0751769,78.9683723,2025-04-03,20,0,38,Low,33.4,2,3,5,1.7,0.63,0.21,0,0,8.956,66.75,16.09,137.95,16.7,4,Normal,0.027,60.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,13,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-03,20,0,53,Moderate,28.3,6,2,5,2.5,0.88,0.44,0,0,4.531,71.281,9.61,147.56,4.72,4,Normal,0.395,45.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,14,Hingna MIDC Bus Terminal,21.1100984,78.9908833,2025-04-03,20,0,55,Moderate,20.7,5,1,5,5.0,0.92,0.92,0,0,0.0,71.281,0.0,147.56,4.14,4,Normal,0.038,43.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,1,Pardi Bus Stop,21.3298354,79.090662,2025-04-04,7,0,39,Low,32.5,1,2,5,2.5,0.65,0.32,0,0,0.0,0.0,0.0,0.0,32.5,4,Normal,-0.291,59.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,2,Kalamna Market,21.235477449999998,79.14442975,2025-04-04,7,0,40,Low,31.3,2,1,5,5.0,0.67,0.67,0,0,11.879,11.879,22.77,22.77,15.65,4,Normal,0.026,58.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,3,Bhandara Road,21.1411195,79.1981975,2025-04-04,7,0,41,Low,38.3,0,1,5,5.0,0.68,0.68,0,0,11.881,23.76,18.61,41.38,38.3,4,Normal,0.025,57.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,4,Telephone Exchange Square,21.14931145,79.15851180000001,2025-04-04,7,0,38,Moderate,29.4,5,1,5,5.0,0.63,0.63,0,0,4.215,27.975,8.6,49.98,5.88,4,Normal,-0.073,60.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,5,Itwari Railway Station,21.1575034,79.1188261,2025-04-04,7,0,58,High,18.3,11,1,5,5.0,0.97,0.97,0,0,4.215,32.19,13.82,63.8,1.66,4,Normal,0.526,40.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,6,Gandhibagh,21.1543273,79.1058527,2025-04-04,7,0,34,Moderate,24.9,7,2,5,2.5,0.57,0.28,0,0,1.391,33.581,3.35,67.15,3.56,4,Normal,-0.414,64.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,7,Nagpur Railway Station,21.1513767,79.0904355,2025-04-04,7,0,54,Low,38.9,1,1,5,5.0,0.9,0.9,0,0,1.632,35.213,2.52,69.67,38.9,4,Normal,0.588,44.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,8,Ajni Square,21.1182122,79.0721071,2025-04-04,7,0,52,Low,39.6,3,1,5,5.0,0.87,0.87,0,0,4.149,39.362,6.29,75.96,13.2,4,Normal,-0.037,46.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,9,Rahate Colony,21.1276692,79.0756888,2025-04-04,7,0,40,Moderate,22.0,5,1,5,5.0,0.67,0.67,0,0,1.115,40.477,3.04,79.0,4.4,4,Normal,-0.231,58.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,10,Wadi T-Point,21.1491394,78.9777061,2025-04-04,7,0,37,Low,34.2,2,3,5,1.7,0.62,0.21,0,0,10.439,50.916,18.31,97.31,17.1,4,Normal,-0.075,61.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,11,Hingna T-Point,21.1230151,79.0378219,2025-04-04,7,0,50,High,13.5,10,2,5,2.5,0.83,0.42,0,0,6.878,57.794,30.57,127.88,1.35,4,Normal,0.351,48.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,12,Hingna Village,21.0751769,78.9683723,2025-04-04,7,0,47,High,16.9,11,1,5,5.0,0.78,0.78,0,0,8.956,66.75,31.8,159.68,1.54,4,Normal,-0.06,51.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,13,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-04,7,0,49,Low,36.7,2,1,5,5.0,0.82,0.82,0,0,4.531,71.281,7.41,167.09,18.35,4,Normal,0.043,49.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,14,Hingna MIDC Bus Terminal,21.1100984,78.9908833,2025-04-04,7,0,57,Low,35.4,0,1,5,5.0,0.95,0.95,0,0,0.0,71.281,0.0,167.09,35.4,4,Normal,0.163,41.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,1,Pardi Bus Stop,21.3298354,79.090662,2025-04-04,8,1,54,Very High,9.6,22,4,10,2.5,0.9,0.22,0,0,0.0,0.0,0.0,0.0,0.44,4,Reroute,-0.053,44.0,Almost Full,Use R4
R5,Pardi to Hingna MIDC,2,Kalamna Market,21.235477449999998,79.14442975,2025-04-04,8,1,55,Very High,11.6,19,3,10,3.3,0.92,0.31,0,0,11.879,11.879,61.44,61.44,0.61,4,Reroute,0.019,43.0,Almost Full,Use R4
R5,Pardi to Hingna MIDC,3,Bhandara Road,21.1411195,79.1981975,2025-04-04,8,1,61,Very High,12.1,27,3,10,3.3,1.02,0.34,1,0,11.881,23.76,58.91,120.35,0.45,4,Add Bus,0.109,37.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,4,Telephone Exchange Square,21.14931145,79.15851180000001,2025-04-04,8,1,71,Very High,8.1,24,3,10,3.3,1.18,0.39,1,0,4.215,27.975,31.22,151.57,0.34,4,Add Bus,0.164,27.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,5,Itwari Railway Station,21.1575034,79.1188261,2025-04-04,8,1,82,High,14.4,19,2,10,5.0,1.2,0.68,1,0,4.215,32.19,17.56,169.13,0.76,4,Add Bus,0.155,16.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,6,Gandhibagh,21.1543273,79.1058527,2025-04-04,8,1,64,Very High,13.7,18,4,10,2.5,1.07,0.27,1,0,1.391,33.581,6.09,175.22,0.76,4,Add Bus,-0.22,34.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,7,Nagpur Railway Station,21.1513767,79.0904355,2025-04-04,8,1,85,High,17.1,11,3,10,3.3,1.2,0.47,1,0,1.632,35.213,5.73,180.95,1.55,4,Add Bus,0.328,13.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,8,Ajni Square,21.1182122,79.0721071,2025-04-04,8,1,76,Very High,13.5,22,2,10,5.0,1.2,0.63,1,0,4.149,39.362,18.44,199.39,0.61,4,Add Bus,-0.106,22.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,9,Rahate Colony,21.1276692,79.0756888,2025-04-04,8,1,64,Very High,8.8,21,2,10,5.0,1.07,0.53,1,0,1.115,40.477,7.6,206.99,0.42,4,Add Bus,-0.158,34.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,10,Wadi T-Point,21.1491394,78.9777061,2025-04-04,8,1,60,Very High,10.5,25,3,10,3.3,1.0,0.33,0,0,10.439,50.916,59.65,266.64,0.42,4,Reroute,-0.062,38.0,Almost Full,Use R4
R5,Pardi to Hingna MIDC,11,Hingna T-Point,21.1230151,79.0378219,2025-04-04,8,1,65,Very High,12.9,26,4,10,2.5,1.08,0.27,1,0,6.878,57.794,31.99,298.63,0.5,4,Add Bus,0.083,33.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,12,Hingna Village,21.0751769,78.9683723,2025-04-04,8,1,67,Very High,8.7,18,2,10,5.0,1.12,0.56,1,0,8.956,66.75,61.77,360.4,0.48,4,Add Bus,0.031,31.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,13,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-04,8,1,76,Very High,14.8,16,4,10,2.5,1.2,0.32,1,0,4.531,71.281,18.37,378.77,0.92,4,Add Bus,0.134,22.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,14,Hingna MIDC Bus Terminal,21.1100984,78.9908833,2025-04-04,8,1,85,High,13.3,15,3,10,3.3,1.2,0.47,1,0,0.0,71.281,0.0,378.77,0.89,4,Add Bus,0.118,13.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,1,Pardi Bus Stop,21.3298354,79.090662,2025-04-04,9,1,56,Very High,9.3,16,2,10,5.0,0.93,0.47,0,0,0.0,0.0,0.0,0.0,0.58,4,Reroute,-0.341,42.0,Almost Full,Use R4
R5,Pardi to Hingna MIDC,2,Kalamna Market,21.235477449999998,79.14442975,2025-04-04,9,1,62,High,14.2,17,2,10,5.0,1.03,0.52,1,0,11.879,11.879,50.19,50.19,0.84,4,Add Bus,0.107,36.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,3,Bhandara Road,21.1411195,79.1981975,2025-04-04,9,1,66,Very High,10.5,25,2,10,5.0,1.1,0.55,1,0,11.881,23.76,67.89,118.08,0.42,4,Add Bus,0.065,32.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,4,Telephone Exchange Square,21.14931145,79.15851180000001,2025-04-04,9,1,55,Very High,14.8,16,3,10,3.3,0.92,0.31,0,0,4.215,27.975,17.09,135.17,0.92,4,Reroute,-0.167,43.0,Almost Full,Use R4
R5,Pardi to Hingna MIDC,5,Itwari Railway Station,21.1575034,79.1188261,2025-04-04,9,1,90,Very High,11.9,27,2,10,5.0,1.2,0.75,1,0,4.215,32.19,21.25,156.42,0.44,4,Add Bus,0.636,9.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,6,Gandhibagh,21.1543273,79.1058527,2025-04-04,9,1,66,Very High,8.7,24,2,10,5.0,1.1,0.55,1,0,1.391,33.581,9.59,166.01,0.36,4,Add Bus,-0.267,32.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,7,Nagpur Railway Station,21.1513767,79.0904355,2025-04-04,9,1,81,High,17.5,13,3,10,3.3,1.2,0.45,1,0,1.632,35.213,5.6,171.61,1.35,4,Add Bus,0.227,17.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,8,Ajni Square,21.1182122,79.0721071,2025-04-04,9,1,84,Very High,14.1,23,3,10,3.3,1.2,0.47,1,0,4.149,39.362,17.66,189.27,0.61,4,Add Bus,0.037,14.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,9,Rahate Colony,21.1276692,79.0756888,2025-04-04,9,1,59,Very High,13.2,22,2,10,5.0,0.98,0.49,0,0,1.115,40.477,5.07,194.34,0.6,4,Reroute,-0.298,39.0,Almost Full,Use R4
R5,Pardi to Hingna MIDC,10,Wadi T-Point,21.1491394,78.9777061,2025-04-04,9,1,64,High,16.2,20,3,10,3.3,1.07,0.36,1,0,10.439,50.916,38.66,233.0,0.81,4,Add Bus,0.085,34.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,11,Hingna T-Point,21.1230151,79.0378219,2025-04-04,9,1,55,High,16.8,14,3,10,3.3,0.92,0.31,0,0,6.878,57.794,24.56,257.56,1.2,4,Normal,-0.141,43.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,12,Hingna Village,21.0751769,78.9683723,2025-04-04,9,1,59,High,14.8,16,3,10,3.3,0.98,0.33,0,0,8.956,66.75,36.31,293.87,0.92,4,Increase Frequency,0.073,39.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,13,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-04,9,1,76,High,14.0,11,4,10,2.5,1.2,0.32,1,0,4.531,71.281,19.42,313.29,1.27,4,Add Bus,0.288,22.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,14,Hingna MIDC Bus Terminal,21.1100984,78.9908833,2025-04-04,9,1,83,High,12.1,17,2,10,5.0,1.2,0.69,1,0,0.0,71.281,0.0,313.29,0.71,4,Add Bus,0.092,15.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,1,Pardi Bus Stop,21.3298354,79.090662,2025-04-04,12,0,41,Moderate,25.7,7,2,5,2.5,0.68,0.34,0,0,0.0,0.0,0.0,0.0,3.67,4,Normal,-0.506,57.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,2,Kalamna Market,21.235477449999998,79.14442975,2025-04-04,12,0,39,Moderate,21.6,3,2,5,2.5,0.65,0.32,0,0,11.879,11.879,33.0,33.0,7.2,4,Normal,-0.049,59.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,3,Bhandara Road,21.1411195,79.1981975,2025-04-04,12,0,43,Moderate,28.9,4,2,5,2.5,0.72,0.36,0,0,11.881,23.76,24.67,57.67,7.22,4,Normal,0.103,55.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,4,Telephone Exchange Square,21.14931145,79.15851180000001,2025-04-04,12,0,39,Moderate,21.5,4,2,5,2.5,0.65,0.32,0,0,4.215,27.975,11.76,69.43,5.38,4,Normal,-0.093,59.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,5,Itwari Railway Station,21.1575034,79.1188261,2025-04-04,12,0,54,Moderate,22.5,7,1,5,5.0,0.9,0.9,0,0,4.215,32.19,11.24,80.67,3.21,4,Normal,0.385,44.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,6,Gandhibagh,21.1543273,79.1058527,2025-04-04,12,0,41,Moderate,20.7,7,1,5,5.0,0.68,0.68,0,0,1.391,33.581,4.03,84.7,2.96,4,Normal,-0.241,57.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,7,Nagpur Railway Station,21.1513767,79.0904355,2025-04-04,12,0,49,Moderate,26.7,5,2,5,2.5,0.82,0.41,0,0,1.632,35.213,3.67,88.37,5.34,4,Normal,0.195,49.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,8,Ajni Square,21.1182122,79.0721071,2025-04-04,12,0,66,Moderate,27.1,3,2,5,2.5,1.1,0.55,1,0,4.149,39.362,9.19,97.56,9.03,4,Add Bus,0.347,32.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,9,Rahate Colony,21.1276692,79.0756888,2025-04-04,12,0,37,Low,37.7,1,2,5,2.5,0.62,0.31,0,0,1.115,40.477,1.77,99.33,37.7,4,Normal,-0.439,61.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,10,Wadi T-Point,21.1491394,78.9777061,2025-04-04,12,0,38,Moderate,26.0,3,1,5,5.0,0.63,0.63,0,0,10.439,50.916,24.09,123.42,8.67,4,Normal,0.027,60.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,11,Hingna T-Point,21.1230151,79.0378219,2025-04-04,12,0,50,Moderate,21.8,3,3,5,1.7,0.83,0.28,0,0,6.878,57.794,18.93,142.35,7.27,4,Normal,0.316,48.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,12,Hingna Village,21.0751769,78.9683723,2025-04-04,12,0,37,Moderate,22.5,5,2,5,2.5,0.62,0.31,0,0,8.956,66.75,23.88,166.23,4.5,4,Normal,-0.26,61.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,13,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-04,12,0,63,Moderate,24.9,5,1,5,5.0,1.05,1.05,1,1,4.531,71.281,10.92,177.15,4.98,4,Add Bus,0.703,35.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,14,Hingna MIDC Bus Terminal,21.1100984,78.9908833,2025-04-04,12,0,51,Moderate,24.2,4,1,5,5.0,0.85,0.85,0,0,0.0,71.281,0.0,177.15,6.05,4,Normal,-0.19,47.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,1,Pardi Bus Stop,21.3298354,79.090662,2025-04-04,15,0,45,Low,33.3,1,2,5,2.5,0.75,0.38,0,0,0.0,0.0,0.0,0.0,33.3,4,Normal,-0.118,53.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,2,Kalamna Market,21.235477449999998,79.14442975,2025-04-04,15,0,41,Moderate,24.3,7,2,5,2.5,0.68,0.34,0,0,11.879,11.879,29.33,29.33,3.47,4,Normal,-0.089,57.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,3,Bhandara Road,21.1411195,79.1981975,2025-04-04,15,0,37,Moderate,20.7,5,1,5,5.0,0.62,0.62,0,0,11.881,23.76,34.44,63.77,4.14,4,Normal,-0.098,61.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,4,Telephone Exchange Square,21.14931145,79.15851180000001,2025-04-04,15,0,42,Low,38.2,0,3,5,1.7,0.7,0.23,0,0,4.215,27.975,6.62,70.39,38.2,4,Normal,0.135,56.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,5,Itwari Railway Station,21.1575034,79.1188261,2025-04-04,15,0,53,Moderate,28.2,5,1,5,5.0,0.88,0.88,0,0,4.215,32.19,8.97,79.36,5.64,4,Normal,0.262,45.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,6,Gandhibagh,21.1543273,79.1058527,2025-04-04,15,0,35,Low,31.5,0,1,5,5.0,0.58,0.58,0,0,1.391,33.581,2.65,82.01,31.5,4,Normal,-0.34,63.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,7,Nagpur Railway Station,21.1513767,79.0904355,2025-04-04,15,0,51,Moderate,24.5,5,3,5,1.7,0.85,0.28,0,0,1.632,35.213,4.0,86.01,4.9,4,Normal,0.457,47.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,8,Ajni Square,21.1182122,79.0721071,2025-04-04,15,0,67,Moderate,27.6,5,3,5,1.7,1.12,0.37,1,0,4.149,39.362,9.02,95.03,5.52,4,Add Bus,0.314,31.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,9,Rahate Colony,21.1276692,79.0756888,2025-04-04,15,0,37,Low,39.7,3,2,5,2.5,0.62,0.31,0,0,1.115,40.477,1.69,96.72,13.23,4,Normal,-0.448,61.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,10,Wadi T-Point,21.1491394,78.9777061,2025-04-04,15,0,36,Low,35.7,0,3,5,1.7,0.6,0.2,0,0,10.439,50.916,17.54,114.26,35.7,4,Normal,-0.027,62.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,11,Hingna T-Point,21.1230151,79.0378219,2025-04-04,15,0,34,Moderate,22.7,5,1,5,5.0,0.57,0.57,0,0,6.878,57.794,18.18,132.44,4.54,4,Normal,-0.056,64.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,12,Hingna Village,21.0751769,78.9683723,2025-04-04,15,0,35,Low,39.2,3,3,5,1.7,0.58,0.19,0,0,8.956,66.75,13.71,146.15,13.07,4,Normal,0.029,63.0,Seats Available,Same Route
R5,Pardi to Hingna MIDC,13,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-04,15,0,61,Moderate,25.0,7,1,5,5.0,1.02,1.02,1,1,4.531,71.281,10.87,157.02,3.57,4,Add Bus,0.743,37.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,14,Hingna MIDC Bus Terminal,21.1100984,78.9908833,2025-04-04,15,0,52,Low,31.4,1,1,5,5.0,0.87,0.87,0,0,0.0,71.281,0.0,157.02,31.4,4,Normal,-0.148,46.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,1,Pardi Bus Stop,21.3298354,79.090662,2025-04-04,18,1,64,High,18.6,11,2,10,5.0,1.07,0.53,1,0,0.0,0.0,0.0,0.0,1.69,4,Add Bus,0.231,34.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,2,Kalamna Market,21.235477449999998,79.14442975,2025-04-04,18,1,58,Very High,8.9,19,3,10,3.3,0.97,0.32,0,0,11.879,11.879,80.08,80.08,0.47,4,Reroute,-0.094,40.0,Almost Full,Use R4
R5,Pardi to Hingna MIDC,3,Bhandara Road,21.1411195,79.1981975,2025-04-04,18,1,62,High,19.8,15,2,10,5.0,1.03,0.52,1,0,11.881,23.76,36.0,116.08,1.32,4,Add Bus,0.069,36.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,4,Telephone Exchange Square,21.14931145,79.15851180000001,2025-04-04,18,1,72,Very High,9.9,27,2,10,5.0,1.2,0.6,1,0,4.215,27.975,25.55,141.63,0.37,4,Add Bus,0.161,26.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,5,Itwari Railway Station,21.1575034,79.1188261,2025-04-04,18,1,76,Very High,8.8,16,2,10,5.0,1.2,0.63,1,0,4.215,32.19,28.74,170.37,0.55,4,Add Bus,0.056,22.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,6,Gandhibagh,21.1543273,79.1058527,2025-04-04,18,1,65,Very High,13.4,24,2,10,5.0,1.08,0.54,1,0,1.391,33.581,6.23,176.6,0.56,4,Add Bus,-0.145,33.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,7,Nagpur Railway Station,21.1513767,79.0904355,2025-04-04,18,1,78,Very High,12.8,28,3,10,3.3,1.2,0.43,1,0,1.632,35.213,7.65,184.25,0.46,4,Add Bus,0.2,20.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,8,Ajni Square,21.1182122,79.0721071,2025-04-04,18,1,79,High,16.2,18,3,10,3.3,1.2,0.44,1,0,4.149,39.362,15.37,199.62,0.9,4,Add Bus,0.013,19.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,9,Rahate Colony,21.1276692,79.0756888,2025-04-04,18,1,57,Very High,13.4,24,2,10,5.0,0.95,0.48,0,0,1.115,40.477,4.99,204.61,0.56,4,Reroute,-0.278,41.0,Almost Full,Use R4
R5,Pardi to Hingna MIDC,10,Wadi T-Point,21.1491394,78.9777061,2025-04-04,18,1,57,High,17.2,17,3,10,3.3,0.95,0.32,0,0,10.439,50.916,36.42,241.03,1.01,4,Increase Frequency,0.0,41.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,11,Hingna T-Point,21.1230151,79.0378219,2025-04-04,18,1,62,Very High,10.9,21,4,10,2.5,1.03,0.26,1,0,6.878,57.794,37.86,278.89,0.52,4,Add Bus,0.088,36.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,12,Hingna Village,21.0751769,78.9683723,2025-04-04,18,1,55,High,18.8,19,3,10,3.3,0.92,0.31,0,0,8.956,66.75,28.58,307.47,0.99,4,Increase Frequency,-0.113,43.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,13,Hingna MIDC Gate,21.1100984,78.9908833,2025-04-04,18,1,73,Very High,9.7,22,2,10,5.0,1.2,0.61,1,0,4.531,71.281,28.03,335.5,0.44,4,Add Bus,0.327,25.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,14,Hingna MIDC Bus Terminal,21.1100984,78.9908833,2025-04-04,18,1,80,Very High,9.1,23,3,10,3.3,1.2,0.44,1,0,0.0,71.281,0.0,335.5,0.4,4,Add Bus,0.096,18.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,1,Pardi Bus Stop,21.3298354,79.090662,2025-04-04,19,1,64,Very High,9.3,15,2,10,5.0,1.07,0.53,1,0,0.0,0.0,0.0,0.0,0.62,4,Add Bus,-0.2,34.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,2,Kalamna Market,21.235477449999998,79.14442975,2025-04-04,19,1,61,High,17.6,12,2,10,5.0,1.02,0.51,1,0,11.879,11.879,40.5,40.5,1.47,4,Add Bus,-0.047,37.0,Bus Full,Same Route
R5,Pardi to Hingna MIDC,3,Bhandara Road,21.1411195,79.1981975,2025-04-04,19,1,72,Very High,12.3,25,2,10,5.0,1.2,0.6,1,0,11.881,23.76,57.96,98.46,0.49,4,Add Bus,0.18,26.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,4,Telephone Exchange Square,21.14931145,79.15851180000001,2025-04-04,19,1,74,Very High,10.5,21,4,10,2.5,1.2,0.31,1,0,4.215,27.975,24.09,122.55,0.5,4,Add Bus,0.028,24.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,5,Itwari Railway Station,21.1575034,79.1188261,2025-04-04,19,1,82,Very High,13.8,18,2,10,5.0,1.2,0.68,1,0,4.215,32.19,18.33,140.88,0.77,4,Add Bus,0.108,16.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,6,Gandhibagh,21.1543273,79.1058527,2025-04-04,19,1,56,High,17.8,17,2,10,5.0,0.93,0.47,0,0,1.391,33.581,4.69,145.57,1.05,4,Increase Frequency,-0.317,42.0,Almost Full,Same Route
R5,Pardi to Hingna MIDC,7,Nagpur Railway Station,21.1513767,79.0904355,2025-04-04,19,1,75,Very High,8.5,26,2,10,5.0,1.2,0.62,1,0,1.632,35.213,11.52,157.09,0.33,4,Add Bus,0.339,23.0,Bus Full,Use R4
R5,Pardi to Hingna MIDC,8,Ajni Square,21.1182122,79.0721071,2025-04-04,19,1,80,Very High,14.5,21,4,10,2.5,1.2,0.33,1,0,4.149,39.362,17.17,174.26,0.69,4,Add Bus,0.067,18.0,Bus Full,Use R4
